,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
306,.....((..((((......))))..))...................((((((....))))))..............,12,-6.465,15,0.000321
307,.....(((((((........)))..............)))).....((((((....))))))......(...)...,14,-6.465,17,0.000321
308,.....(((.(((........))))))......(......)......((((((....)))))).....((...))..,15,-6.463,11,0.000320
309,.((..(((..((.......))..)))...)).........((....)).....((.((....)).)).........,13,-6.462,33,0.000319
310,.....(((..((.......))..))).........(....).....((((((....)))))).....((...))..,14,-6.46,18,0.000318
311,.....((..(((........))).)).............(((....((((((....))))))..))).(...)...,15,-6.46,4,0.000318
312,.....(((..((........)).))).............(((....(((((......)))))..))).(...)...,14,-6.458,6,0.000317
313,.....(((.((((......))))))).............(((..((.(((((....))))))).)))((...))..,19,-6.458,11,0.000317
314,.....(((.((((......))))))).............(((..(.((((((....))))))).)))((...))..,19,-6.458,8,0.000317
315,.....(((..((.......))..)))....................(((((......)))))...(....).....,11,-6.457,16,0.000316
316,.....(((.(((((....))))))))(((....)))....((....)).....((.((....)).)).........,17,-6.456,32,0.000316
317,.....(((.(((((....)))))))).............(((....((((........))))..))).........,15,-6.453,8,0.000314
318,.((..(((..((........)).)))...))...............((((((....)))))).....((...))..,15,-6.453,16,0.000314
319,.....(((.(((........))))))..............((....)).....((.(......).)).........,11,-6.451,21,0.000313
320,.....((..(((........))).))....................(((((......))))).....((...))..,12,-6.45,14,0.000313
321,.....(((..((((....)))).))).............(((....((((((....))))))..))).(...)...,17,-6.449,8,0.000312
322,.((..(((.(((........))))))...))...............((((((....))))))..............,14,-6.448,10,0.000312
323,.....(((..(((......))).)))(((....)))..........((((((....))))))..............,15,-6.448,16,0.000312
324,...(.(((.((((......))))))))...................((((((....)))))).....((...))..,16,-6.447,14,0.000311
325,.....(((.((((......)))))))............((....))((((((....))))))...(....).....,16,-6.445,12,0.000310
326,.....((..(((((....))))).))....................((((((....)))))).....((...))..,15,-6.44,16,0.000308
327,.........(((........)))...(((....)))...(((....((((((....))))))..))).........,15,-6.44,12,0.000308
328,.....(((.((((......))))))).........((..(((....((((((....))))))..))).))......,18,-6.439,6,0.000307
329,.....(((((((........)))...(((....))).)))).....((((((....)))))).....((...))..,18,-6.439,25,0.000307
330,.....(((..((((....)))).)))....................(((((......))))).....((...))..,14,-6.439,18,0.000307
331,.....(((((((((((....)).)))).........))))).....((((((....))))))......(...)...,18,-6.436,29,0.000305
332,.....(((.((((......)))))))......((.....)).....((((((....)))))).....((...))..,17,-6.435,14,0.000305
333,.....(((.(((((....))))))))....................(((((......)))))..............,13,-6.435,12,0.000305
334,.....(((.((((......)))))))....................((((.(....).)))).....((...))..,14,-6.431,14,0.000303
335,.....(((.((((......)))))))............((((....(((((......)))))..))).).......,16,-6.43,6,0.000302
336,.....(((..((.......))..))).............(((..((.(((((....))))))).)))((...))..,17,-6.426,16,0.000300
337,.....(((..((.......))..))).............(((..(.((((((....))))))).)))((...))..,17,-6.426,13,0.000300
338,.....(((.(((........))))))......((.....(((....((((((....))))))..))))).......,17,-6.425,4,0.000300
339,.....((((............................)))).....((((((....)))))).....((...))..,12,-6.422,25,0.000298
340,.....(((((................(((....)))))))).....((((((....))))))..............,14,-6.419,28,0.000297
341,.....(((.((((......)))))))(((....)))..........((((((....))))))...(....).....,17,-6.417,15,0.000296
342,.....(((..((........)).))).........((..(((....((((((....))))))..)))..)).....,16,-6.416,6,0.000295
343,.....((((((((......))))..............)))).....((((((....))))))......(...)...,15,-6.416,19,0.000295
344,...(.(((..((.......))..))))...................((((((....)))))).....((...))..,14,-6.415,19,0.000295
345,.....(((.((((......)))))))......(......)......((((((....)))))).....((...))..,16,-6.414,13,0.000294
346,.....(((..((.......))..)))............((....))((((((....))))))...(....).....,14,-6.413,17,0.000294
347,.....((..(((........))).)).............(((....((((((....))))))..)))((...))..,16,-6.412,6,0.000293
348,.....((..((((......)))).)).............(((....((((((....))))))..))).(...)...,16,-6.411,6,0.000293
349,.....(((..((........)).))).............(((....(((((......)))))..)))((...))..,15,-6.41,8,0.000292
350,.....(((..(((......))).))).............(((....(((((......)))))..))).(...)...,15,-6.409,8,0.000292
351,.....(((..((.......))..))).........((..(((....((((((....))))))..))).))......,16,-6.408,11,0.000291
352,.....(((((((((.........)))).........))))).....((((((....))))))......(...)...,16,-6.407,27,0.000291
353,.....(((.(((........))))))(((....)))..((((....((((((....))))))..))).).......,19,-6.407,8,0.000291
354,.....((..(((........))).))............((....))((((((....)))))).....((...))..,15,-6.406,15,0.000290
355,.....(((.(((........)))))).............(((...(((((((....)))))).)))).........,16,-6.406,2,0.000290
356,.....(((..((........)).)))............((....))(((((......))))).....((...))..,14,-6.405,17,0.000290
357,.....(((..((.......))..)))......((.....)).....((((((....)))))).....((...))..,15,-6.404,19,0.000289
358,.....((..(((........)))..))............(((....((((((....))))))..))).(...)...,15,-6.404,9,0.000289
359,.((..(((..(((......))).)))...))...............((((((....)))))).....((...))..,16,-6.404,18,0.000289
360,.....(((.((((......)))))))..............((....)).....((.(......).)).........,12,-6.402,23,0.000288
361,.....(((..((((....)))).))).............(((....((((((....))))))..)))((...))..,18,-6.401,10,0.000288
362,.....((..((((......)))).))....................(((((......))))).....((...))..,13,-6.401,16,0.000288
363,.....(((.(((........))))))............((....))(((((......)))))..............,13,-6.401,11,0.000288
364,.....(((..((........)).)))((......))...(((....((((((....))))))..))).........,16,-6.4,6,0.000287
365,.((..(((.((((......)))))))...))...............((((((....))))))..............,15,-6.4,12,0.000287
366,.....(((..((.......))..)))....................((((.(....).)))).....((...))..,12,-6.399,19,0.000287
367,.....(((..((.......))..)))............((((....(((((......)))))..))).).......,14,-6.398,11,0.000287
368,.....(((..((((....)))).)))............((....))((((((....)))))).....((...))..,17,-6.396,19,0.000285
369,.....((..(((........)))..))...................(((((......))))).....((...))..,12,-6.394,19,0.000284
370,.....(((.(((((....))))))))............((....))((((((....))))))..............,16,-6.391,13,0.000283
371,.........((((......))))...(((....)))...(((....((((((....))))))..))).........,16,-6.391,14,0.000283
372,.....(((.(((........))))))(((....)))...(((....((((........))))..))).........,16,-6.391,10,0.000283
373,.....((((((((......))))...(((....))).)))).....((((((....)))))).....((...))..,19,-6.39,27,0.000283
374,.....((..(((........))).))....................((((((....))))))......(...)...,12,-6.39,10,0.000282
375,.....(((...............)))....................((((((....))))))..............,9,-6.388,12,0.000282
376,.....(((..((........)).)))....................(((((......)))))......(...)...,11,-6.388,12,0.000282
377,.....(((..((........)).)))(((....)))...(((....((((((....))))))..))).(...)...,18,-6.386,10,0.000281
378,.....((..(((........))).)).............(((..((.(((((....))))))).))).........,15,-6.385,7,0.000280
379,.....((..(((........))).)).............(((..(.((((((....))))))).))).........,15,-6.385,4,0.000280
380,.....(((..((.......))..)))(((....)))..........((((((....))))))...(....).....,15,-6.385,20,0.000280
381,.....((..(((((....)))))..))...................((((((....)))))).....((...))..,15,-6.385,21,0.000280
382,.....(((..((........)).))).............(((..((.((((......)))))).))).........,14,-6.384,9,0.000280
383,.....(((..((........)).))).............(((..(.(((((......)))))).))).........,14,-6.384,6,0.000280
384,.....(((..((.......))..)))......(......)......((((((....)))))).....((...))..,14,-6.382,18,0.000279
385,.....(((..((((....)))).)))....................((((((....))))))......(...)...,14,-6.379,14,0.000277
386,.....((..(((........))).))(((....)))..........((((((....)))))).....((...))..,16,-6.378,18,0.000277
387,.....(((..((........)).)))(((....)))..........(((((......))))).....((...))..,15,-6.376,20,0.000276
388,.....(((.((((......)))))))......((.....(((....((((((....))))))..))))).......,18,-6.376,6,0.000276
389,.....(((..((((....)))).))).............(((..((.(((((....))))))).))).........,17,-6.375,11,0.000275
390,.....(((..((((....)))).))).............(((..(.((((((....))))))).))).........,17,-6.375,8,0.000275
391,.....(((((((........))..............))))).....((((((....)))))).....((...))..,15,-6.373,22,0.000275
392,.....(((.(((........))))))(((....)))..........(((((......)))))..............,14,-6.372,14,0.000274
393,.....((((((((...........))).........))))).....((((((....))))))..............,14,-6.372,24,0.000274
394,.....(((..((.......))..)))..............((....)).....((.(......).)).........,10,-6.37,28,0.000273
395,.....(((..((........)).)))..............((....)).....((.((....)).)).(...)...,12,-6.369,26,0.000273
396,.((..(((..((.......))..)))...))...............((((((....))))))..............,13,-6.368,17,0.000272
397,.....(((..(((......))).))).........((..(((....((((((....))))))..)))..)).....,17,-6.367,8,0.000272
398,.....(((..((((....)))).)))(((....)))..........((((((....)))))).....((...))..,18,-6.367,22,0.000272
399,.....(((.((..........)))))....................((((((....)))))).....((...))..,13,-6.367,12,0.000272
400,.....(((.(((((....))))))))(((....)))..........((((((....))))))..............,17,-6.363,16,0.000270
401,.....((..((((......)))).)).............(((....((((((....))))))..)))((...))..,17,-6.363,8,0.000270
402,.....(((..(((......))).))).............(((....(((((......)))))..)))((...))..,16,-6.361,10,0.000269
403,.....(((.(((........))))))............((....)).......((.((....)).)).(...)...,13,-6.36,27,0.000269
404,.....(((.((((......)))))))(((....)))..((((....((((((....))))))..))).).......,20,-6.358,10,0.000268
405,.....((..((((......)))).))............((....))((((((....)))))).....((...))..,16,-6.357,17,0.000267
406,.....((((.((........))....(((....))).)))).....((((((....)))))).....((...))..,17,-6.357,27,0.000267
407,.....(((.((((......))))))).............(((...(((((((....)))))).)))).........,17,-6.357,4,0.000267
408,.....((..(((........)))..))............(((....((((((....))))))..)))((...))..,16,-6.356,11,0.000267
409,.....(((..(((......))).)))............((....))(((((......))))).....((...))..,15,-6.356,19,0.000267
410,.....(((.(((........)))))).........((..(((....((((((....))))))..))))).......,17,-6.355,4,0.000267
411,.....((..((((......))))..))............(((....((((((....))))))..))).(...)...,16,-6.355,11,0.000266
412,.....(((.((((......)))))))............((....))(((((......)))))..............,14,-6.352,13,0.000265
413,.....(((..(((......))).)))((......))...(((....((((((....))))))..))).........,17,-6.351,8,0.000265
414,.....((..(((........)))..))...........((....))((((((....)))))).....((...))..,15,-6.35,20,0.000264
415,.....(((((((.......))...............))))).....((((((....)))))).....((...))..,15,-6.35,27,0.000264
416,(((..(((.(((........))))))...))).......(((....((((((....))))))..))).........,18,-6.348,6,0.000263
417,.....((..((((......))))..))...................(((((......))))).....((...))..,13,-6.345,21,0.000262
418,.....(((..((........)).)))............((....))((((((....))))))......(...)...,14,-6.345,13,0.000262
419,.....(((..((.......))..)))......((.....(((....((((((....))))))..))))).......,16,-6.345,11,0.000262
420,.....(((.((((......)))))))(((....)))...(((....((((........))))..))).........,17,-6.342,12,0.000260
421,.....((..((((......)))).))....................((((((....))))))......(...)...,13,-6.341,12,0.000260
422,.....(((..((.(...).))..))).............(((....(((((......)))))..))).........,14,-6.34,11,0.000260
423,.....(((..(((......))).)))....................(((((......)))))......(...)...,12,-6.339,14,0.000259
424,.....(((..((........)).)))(((....)))...(((....((((((....))))))..)))((...))..,19,-6.338,12,0.000259
425,.((..(((.(((........))))))...))........(((....((((((....))))))..))).(...)...,18,-6.338,6,0.000259
426,.....(((..(((......))).)))(((....)))...(((....((((((....))))))..))).(...)...,19,-6.337,12,0.000259
427,.....((..((((......)))).)).............(((..((.(((((....))))))).))).........,16,-6.336,9,0.000258
428,.....((..((((......)))).)).............(((..(.((((((....))))))).))).........,16,-6.336,6,0.000258
429,...(.(((..((........)).))))............(((....((((((....))))))..))).........,15,-6.335,4,0.000258
430,.....(((..(((......))).))).............(((..((.((((......)))))).))).........,15,-6.335,11,0.000257
431,.....(((..(((......))).))).............(((..(.(((((......)))))).))).........,15,-6.335,8,0.000257
432,.....((((................((((....)))))))).....((((((....)))))).....((...))..,16,-6.334,32,0.000257
433,.....((..(((........)))..))...................((((((....))))))......(...)...,12,-6.334,15,0.000257
434,.....(((..((........)).)))(((....)))..((....))((((((....)))))).....((...))..,18,-6.333,21,0.000257
435,.....((..(((........)))..))............(((..((.(((((....))))))).))).........,15,-6.329,12,0.000255
436,.....((..(((........)))..))............(((..(.((((((....))))))).))).........,15,-6.329,9,0.000255
437,.....((..((((......)))).))(((....)))..........((((((....)))))).....((...))..,17,-6.329,20,0.000255
438,.....(((.(((........))))))(((....)))..((....))((((((....))))))..............,17,-6.329,15,0.000255
439,.((..(((.(((........))))))...))...............(((((......))))).....((...))..,15,-6.328,16,0.000255
