,Suboptimal proxy structure,Base pair,Energy (kcal/mol),MFE distance,Probability
8333,......((.................)).........(((.....)))..((((.(((......))).)))).....,12,-3.043,47,0.000011
8334,.(....)............(((.(((.............))).)))........((....)).....((...))..,11,-3.043,50,0.000011
8335,.......((.((((.(.....((((((.((....(((((.....)))))....)))))))).)...)))).))...,20,-3.043,57,0.000011
8336,.....((...........))........(((.((((((.(((.((...))).)).)))))).)))..((...))..,18,-3.043,20,0.000011
8337,.....((...........)).......((..((.((....)).)).))......((....)).....((...))..,12,-3.043,48,0.000011
8338,...................(((....)))...((((((.((...........)).))))))......(.....)..,12,-3.043,25,0.000011
8339,.(...)..........((((.((((((.((....((((.......))))....))))))))....)))).......,17,-3.043,41,0.000011
8340,................................((((((.((...........)).))))))..(....).......,9,-3.043,20,0.000011
8341,..........((......))......(.....)..((((.....)))).((((.(((......))).)))).....,14,-3.042,47,0.000011
8342,.((...(......).))...........(((.((((((.((..((...))..)).)))))).)))...........,16,-3.042,18,0.000011
8343,..((...)).....((.(((........(((.((((((.(.............).)))))).)))))).)).....,17,-3.042,10,0.000011
8344,............................((..(((.((.((..((...))..)).)).)))..))...........,11,-3.042,18,0.000011
8345,..............((((((.((((((.((......((....)).........))))))))....)))))).....,16,-3.042,32,0.000011
8346,.....((...........))....(((..................)))......(((......))).((...))..,10,-3.042,47,0.000011
8347,.....................(....).((..((((((.((..(.....)..)).))))))..))..((...))..,14,-3.042,18,0.000011
8348,.....(((.........)))........(((.((((.(.((...........)).).)))).)))..((...))..,15,-3.042,21,0.000011
8349,.......((.((((.....(((....)))((..(((((.((..((...))..)).)))))..))..)))).))...,20,-3.042,30,0.000011
8350,..((...))..........(((....)))...((((((.((..(.....)..)).))))))..(.....)......,15,-3.042,26,0.000011
8351,....(...).((......))........(((.((((((.((..(.....)..)).)))))).)))...(...)...,16,-3.042,17,0.000011
8352,..........((((..(.(..(((((((......((((.......)))).....)))))))..)).))))......,17,-3.041,52,0.000011
8353,.(....)............(((.(((..((......)).))).)))........((....))...(....).....,12,-3.041,48,0.000011
8354,..........((......))...........(..((((.......)))).)...(((......)))..(...)...,11,-3.041,46,0.000011
8355,.....((...........)).....((.(((.((((((.((..(.....)..)).)))))).))).).).......,16,-3.041,16,0.000011
8356,..(.....).((......))........(((.((((((.((.(.....)...)).)))))).)))...(...)...,16,-3.041,21,0.000011
8357,......((....(.....)......)).(((.((((((.((...........)).)))))).)))..((...))..,16,-3.041,21,0.000011
8358,..............((((((.....(((....(((..(.((..(.....)..)).)..))).))))))))).....,16,-3.041,13,0.000011
8359,..(.....).....((((((........(((.(((..(.((..(.....)..)).)..))).))))))))).....,17,-3.041,6,0.000011
8360,.......((.(.......).))......(((.((.(((.((...........)).))).)).)))..((...))..,15,-3.041,23,0.000011
8361,.......((.((((....(......)..(((..(((((.((..(.....)..)).)))))..))).)))).))...,18,-3.041,23,0.000011
8362,.....((...........))........((......)).....(((........((....))........)))...,9,-3.041,44,0.000011
8363,...((..((....))..)).........((..((((((.((..(.....)..)).))))))..))...........,15,-3.041,19,0.000011
8364,.....(((...........((......)).......)))....(((...((...(((......))).)).)))...,13,-3.041,48,0.000011
8365,.......((((..................))))..((((.....))))......(((......)))..(...)...,12,-3.041,48,0.000011
8366,......((....))..((((........((..((((((.((...........)).))))))..)))))).......,16,-3.041,12,0.000011
8367,......((.(.((.....))..)..)).(((.((((((.((..(.....)..)).)))))).)))..((...))..,19,-3.041,22,0.000011
8368,..........((......)).......(((...............)))......(((......)))..(...)...,9,-3.041,44,0.000011
8369,...................(((....)))((.((((((.((..((...))..)).)))))).))....(...)...,16,-3.041,21,0.000011
8370,..(.....)..........(((.(((..((......)).))).)))...((((..((......))..)))).....,15,-3.04,48,0.000011
8371,...(.........)..((((........(((.((.(((.((...........)).))).)).))))))).......,15,-3.04,10,0.000011
8372,.......((.(((((......((((((.......((((.......))))......))))))...).)))).))...,17,-3.04,54,0.000011
8373,.......((.(((((......((((((.......((((.......))))......))))))...)).))).))...,17,-3.04,54,0.000011
8374,.......((.......((((........(((.((((((.((...........)).)))))).)))))))..))...,17,-3.04,10,0.000011
8375,..............((((((.....(((....((((((.((.(....)....)).)))))).))))))))).....,18,-3.04,13,0.000011
8376,..(.....).....((((((........(((.((((((.((.(....)....)).)))))).))))))))).....,19,-3.04,6,0.000011
8377,.......((.((((....................((((.......)))).................)))).))...,10,-3.04,48,0.000011
8378,.((.....................))..(((.((((((.((..((...))..)).)))))).)))...........,15,-3.04,18,0.000011
8379,.......(..((......)).)......((..((((((.((..((...))..)).))))))..))...........,15,-3.04,20,0.000011
8380,..........(((((..((...(((((.((....(((((.....)))))....))))))).)).).))))......,19,-3.04,53,0.000011
8381,..........(((((..((...(((((.((....(((((.....)))))....))))))).)).)).)))......,19,-3.04,53,0.000011
8382,..........((.......(((....))).........))..............(((......)))..........,8,-3.04,44,0.000011
8383,.(...)....((......)).....(((....((((((.((..((...))..)).)))))).)))..((...))..,18,-3.04,29,0.000011
8384,.((((.......)).))...........(((.((((((.((...........)).)))))).)))...(...)...,16,-3.04,21,0.000011
8385,.....((...........)).((.....(((.((((((.((..((...))..)).)))))).)))....)).....,17,-3.04,18,0.000011
8386,.......((.((((...((..((((((.((......((.......))......))))))))..)).)))).))...,18,-3.04,53,0.000011
8387,..((...)).....((((((........(((..((.((.((..((...))..)).)).))..))))))))).....,19,-3.039,10,0.000011
8388,.(...)..........((((........((..((((((.((..(.....)..)).))))))..)))))).......,16,-3.039,8,0.000011
8389,..........................(..((.((((((.((..((...))..)).)))))).))..).........,13,-3.039,17,0.000011
8390,..(.........)...............(((.((((((.((..((...))..)).)))))).)))..((...))..,16,-3.039,18,0.000011
8391,.(...).((.((((............(.(((.((((((.((...........)).)))))).)))))))).))...,19,-3.039,25,0.000011
8392,..((...))..........(.....)..(((.((((((.((..(.....)..)).)))))).)))...(...)...,16,-3.039,18,0.000011
8393,.((............))..(((.(((.............))).)))........(((......))).((...))..,13,-3.039,49,0.000011
8394,.((((.......)).))..(((.(((..((......)).))).)))........((....))......(...)...,15,-3.039,53,0.000011
8395,...............................((.((....)).)).........(((......)))..........,7,-3.039,40,0.000011
8396,.....(((.........)))........((......)).....((...))....((....)).....((...))..,11,-3.039,43,0.000011
8397,.(((((((.(.........(((....)))....)..)))...))))........((....)).....((...))..,15,-3.038,56,0.000011
8398,..............((((((.((..((.((....(((((.....)))))....))))..))....)))))).....,17,-3.038,35,0.000011
8399,..........((......)).....((.((.(..(((((.....))))).)..))))..........((...))..,14,-3.038,51,0.000011
8400,.....((...........)).....(..(((.(((.((.((..(.....)..)).)).))).)))...).......,14,-3.038,17,0.000011
8401,..((...))..........(((....)))......((((.....))))......((....)).....((...))..,13,-3.038,53,0.000011
8402,.......((.(((...............(((.((((((.((..(.....)..)).)))))).)))..))).))...,17,-3.038,19,0.000011
8403,.....(((.........)))........(((.....((.((..((...))..)).)).....)))..((...))..,14,-3.038,27,0.000011
8404,...........(....((((.....(((....((((((.((..(.....)..)).)))))).))))))).).....,17,-3.038,14,0.000011
8405,..(.....)..(....((((........(((.((((((.((..(.....)..)).)))))).))))))).).....,18,-3.038,7,0.000011
8406,.......((((........(((....)))))))...((.((..(.....)..)).))....(.(....).).....,14,-3.038,36,0.000011
8407,.......((((........(((....)))))))...((.((...........)).))...................,11,-3.038,37,0.000011
8408,..(.....).....((((((.(....).(((.((((((.((...........)).)))))).))))))))).....,19,-3.038,6,0.000011
8409,.(((((((...........(.....)..........)))...))))...((((.(((......))).)))).....,15,-3.037,51,0.000011
8410,..........((......))........(((.(((.(((((.........)))))...))).)))...(...)...,14,-3.037,31,0.000011
8411,...((.......)).....(((.(((.............))).)))........(((......)))..(...)...,12,-3.037,50,0.000011
8412,..........((......)).....((..................))..((...(((......))).)).......,9,-3.037,44,0.000011
8413,.....................((((((.((....((((.......))))....))))))))..(.....)......,13,-3.037,47,0.000011
8414,.......((.((((...((..((((((.((....(((.(.....).)))....))))))))..)).)))).))...,20,-3.037,56,0.000011
8415,.......((.((((...((..((((.(.((....(((((.....)))))....))).))))..)).)))).))...,20,-3.037,56,0.000011
8416,..........((......))........(((..(((((.......(((....))))))))..)))..((...))..,15,-3.037,28,0.000011
8417,.....(((........).))........(((..(((((.((..((...))..)).)))))..)))...........,15,-3.037,19,0.000011
8418,......((............((.(((..((......)).))).))))..((((.(((......))).)))).....,16,-3.037,50,0.000011
8419,.....(((...........(((....))).......)))................((......))..((...))..,10,-3.037,46,0.000011
8420,.......((.((((...((..((.(((.......((((.......))))......))).))..)).)))).))...,17,-3.037,53,0.000011
8421,..(.....)..........(((.(((.............))).)))........((....))......(...)...,10,-3.037,49,0.000011
8422,.((....((....))))...........(((.((((((.((..((...))..)).)))))).)))..((...))..,19,-3.037,21,0.000011
8423,.....(((.........)))........((...............)).......((....))..............,7,-3.037,43,0.000011
8424,.......((.((((......((.......)).((((((.((..(.....)..)).)))))).....)))).))...,17,-3.037,28,0.000011
8425,.......((.((((...(((((....)))...((((((.(.............).))))))..)).)))).))...,18,-3.037,34,0.000011
8426,.......((..(((..............(((.((((((.((..((...))..)).)))))).))).)))..))...,18,-3.037,21,0.000011
8427,.......((.(.......).))......((..((((((.((..(.....)..)).))))))..))...(...)...,15,-3.037,20,0.000011
8428,.(.........)....((((........(((.((.(((.((..((...))..)).))).)).))))))).......,17,-3.037,10,0.000011
8429,.......((((........(((....)))))))..................((.(((......))).)).......,12,-3.036,47,0.000011
8430,......(...................).(((.((((((.((..(.....)..)).)))))).)))..((...))..,15,-3.036,16,0.000011
8431,..............(....)........((.((.((....)).)))).......(((......)))..........,10,-3.036,42,0.000011
8432,.....(((.........)))............(((.((.((..(.....)..)).)).)))...............,11,-3.036,23,0.000011
8433,.(............).............(((.((((((.((...........)).)))))).)))...(...)...,13,-3.036,16,0.000011
8434,.((((.((...........(((....))).......))....))))........((....))..............,11,-3.036,51,0.000011
8435,..........((......))...(((..((......)).)))............(((......)))..(...)...,11,-3.036,44,0.000011
8436,.....((...........))...........(..(((((.....))))).)...(((......))).((...))..,13,-3.035,49,0.000011
8437,..........((......))........(((.((.(((.((...........)).))).)).)))(....).....,13,-3.035,18,0.000011
8438,...........((.....))............((((((.((..(.....)..)).))))))...............,11,-3.035,20,0.000011
8439,.......((.((((...((..((((((....(..((((.......)))).)....))))))..)).)))).))...,19,-3.035,56,0.000011
8440,.(............)....(((.(((..((......)).))).)))........((....))......(...)...,12,-3.035,48,0.000011
8441,.....((((....))...))........((..((((((.((..((...))..)).))))))..))..((...))..,18,-3.035,23,0.000011
8442,..........((((.....((......))...((((((.((..(.....)..)).)))))).....))))......,15,-3.035,24,0.000011
8443,.......((.((.((..((..((((((.((.(..(((((.....))))).)..)))))))))).))..)).))...,22,-3.035,59,0.000011
8444,.....((.(.((......))........(((.((((((.(.............).)))))).)))..).)).....,15,-3.035,21,0.000011
8445,..((...)).......((((........(((.((.(((.(.............).))).)).))))))).......,15,-3.035,14,0.000011
8446,..........((.....(((.((((((.((....(((((.....)))))....))))))))....)))))......,18,-3.035,45,0.000011
8447,......((.................)).(((.((((((.((.(.....)...)).)))))).)))...........,14,-3.035,20,0.000011
8448,..((...))............(....).(((.((((((.((...........)).)))))).)))..((...))..,16,-3.035,22,0.000011
8449,.......((.(((((....(.((((((.((.(..(((((.....))))).)..))))))))..)).)))).))...,22,-3.034,59,0.000011
8450,.......((.(((((...(..((((((.((.(..(((((.....))))).)..))))))))..))).))).))...,22,-3.034,59,0.000011
8451,.......((.(((((....(.((((((.((.(..(((((.....))))).)..))))))))..))).))).))...,22,-3.034,59,0.000011
8452,.......((.(((((...(..((((((.((.(..(((((.....))))).)..))))))))..)).)))).))...,22,-3.034,59,0.000011
8453,..(.....).((....((((........(((.(((.((.((...........)).)).))).))))))))).....,17,-3.034,12,0.000011
8454,..(.....).((......))............((((((.((...........)).))))))...............,11,-3.034,24,0.000011
8455,.(((((((...........((...))..........)))...))))........((....)).....((...))..,13,-3.034,54,0.000011
8456,.((...((....)).))...........(((.((((((.((..((...))..)).)))))).)))...........,17,-3.034,20,0.000011
8457,...((..((....))..)).........(((.(((.((.((..(.....)..)).)).))).)))...(...)...,16,-3.034,20,0.000011
8458,..........((......))............(.((....)).).......((.(((......))).)).......,10,-3.034,41,0.000011
8459,..((...))..........(((....))).....(((((.....))))).....((....))..............,12,-3.034,52,0.000010
8460,...................(((....)))...((((((.((.(.....)...)).))))))...............,12,-3.034,26,0.000010
8461,..............((.(((.((((((.((.(..((((.......)))).)..))))))))....))).)).....,18,-3.034,39,0.000010
8462,..........((......))......((...((.((....)).))...))....((....)).....((...))..,12,-3.033,48,0.000010
8463,.(....)...((......))......(.(((.((((((.((...........)).)))))).)))).((...))..,17,-3.033,21,0.000010
8464,.(.........)..((((((........(((..(((((.((...........)).)))))..))))))))).....,17,-3.033,6,0.000010
8465,.......(..((......)).)......(((.(((.((.((..((...))..)).)).))).)))...(...)...,16,-3.033,21,0.000010
8466,.........(.....)............(((.((((((.((...........)).)))))).)))...........,12,-3.033,15,0.000010
8467,..................................(((((.....)))))..((.(((......))).)).......,10,-3.033,44,0.000010
8468,..............(((((......(((....((((((.((...........)).)))))).))).))))).....,16,-3.033,13,0.000010
8469,...((.......))..((((........(((.((((((.((..(.......))).)))))).))))))).......,18,-3.033,11,0.000010
8470,..............((((((((....))....((((((.((..((...))..)).))))))....)))))).....,18,-3.033,12,0.000010
8471,...(.........)...(.(((.(((..((......)).))).))).)......((....)).....((...))..,14,-3.033,51,0.000010
8472,................((((.(((.((.......((((.......))))......)).)))....)))).......,13,-3.033,37,0.000010
8473,...((..((....))..))..((((((.((....(((((.....)))))....))))))))......((...))..,19,-3.032,56,0.000010
8474,.......((..((.....))))......(((.((((((.((..((...))..)).)))))).)))..((...))..,19,-3.032,22,0.000010
8475,...((............))(((.(((..((......)).))).)))........((....))..............,12,-3.032,48,0.000010
8476,.(........).....((((........(((..(((((.((..((...))..)).)))))..))))))).......,17,-3.032,10,0.000010
8477,.........(.....)...(((.(((..((......)).))).)))........((....))..............,11,-3.032,47,0.000010
8478,.................(((........((..((((((.((..((...))..)).))))))..)))))........,15,-3.032,10,0.000010
8479,.(...)....((......))........(((.(((.((.((..((...))..)).)).))).)))...........,15,-3.032,20,0.000010
8480,.(((((((...........(((....))).......)))...)))).....((..((......))..)).......,14,-3.031,52,0.000010
8481,..............((((((........(((.(((.((.(((........).)).)).))).))))))))).....,17,-3.031,6,0.000010
